PROJECT_ID	TYPE	STATUS	???	???	???	OBJECTIVE	START_DATE	END_DATE	SECTOR	SUB_SECTOR	???	???
BRA/98/004-A022	Cooperação Sul-Sul	Concluído	"Apoio a implantação de novas turmas do Projeto "" Desenvolvimento Empresarial , Formação Profissional e Promoção Social em Timor Leste""."	Serviço Nacional de aprendizagem Industrial (Brasil) - SENAI	"Apoio a implantação de novas turmas do Projeto "" Desenvolvimento Empresarial , Formação Profissional e Promoção Social em Timor Leste""."		10/07/2003	30/07/2004	 Educação	 Formação Profissional	Serviço Nacional de aprendizagem Industrial (Brasil) - SENAI	"BRA/98/004-A022 - Apoio a implantação de novas turmas do Projeto "" Desenvolvimento Empresarial , Formação Profissional e Promoção Social em Timor Leste""."
BRA/98/004-S055	Cooperação Sul-Sul	Concluído	Dairy Cattle Production Data Management and Disease Surveillance in Guyana.	Universidade Federal de Lavras-Brasil - UFLA	Dairy Cattle Production Data Management and Disease Surveillance in Guyana.		30/07/2003	30/07/2004	 Pecuária	 Políticas Públicas	Universidade Federal de Lavras-Brasil - UFLA	BRA/98/004-S055 - Dairy Cattle Production Data Management and Disease Surveillance in Guyana.
BRA/98/004-S044	Cooperação Sul-Sul	Concluído	Centro de Formação Profissional e Promoção Social Bissau.	Serviço Nacional de aprendizagem Industrial (Brasil) - SENAI	Centro de Formação Profissional e Promoção Social Bissau.	 O objetivo do projeto é o estabelecimento de parceria na área da Formação Profissional que possibilite a qualificação de jovens e adultos, preparando-os para o exercício de uma atividade produtiva e, conseqüentemente, permitir a geração de renda de forma a contribuir para o esforço de recuperação econômica do país e, ainda, alavancar seu desenvolvimento social.	25/08/2003	25/08/2005	 Educação	 Formação Profissional	Serviço Nacional de aprendizagem Industrial (Brasil) - SENAI	BRA/98/004-S044 - Centro de Formação Profissional e Promoção Social Bissau.
BRA/98/004-A024	Cooperação Sul-Sul	Concluído	Visita técnica para detalhamento do Projeto Bolsa-Escola no Paraguai.	Missão Criança - MISSÃO CRIANÇA	Visita técnica para detalhamento do Projeto Bolsa-Escola no Paraguai.		23/09/2003	23/10/2003	 Educação	 Políticas Públicas	Missão Criança - MISSÃO CRIANÇA	BRA/98/004-A024 - Visita técnica para detalhamento do Projeto Bolsa-Escola no Paraguai.
BRA/98/004-A025	Cooperação Sul-Sul	Concluído	Livro Bolsa Escola: A Experiência Internacional.	Missão Criança (Brasil) - MC	Livro Bolsa Escola: A Experiência Internacional.		25/09/2003	25/03/2004	 Desenvolvimento Social	 Inclusão Social	Missão Criança (Brasil) - MC	BRA/98/004-A025 - Livro Bolsa Escola: A Experiência Internacional.
BRA/98/004-A023	Cooperação Sul-Sul	Concluído	II Curso Internacional sobre cultivo e Processamento de mandioca -Programa de Parceria Brasil-Japão (JBPP)	Empresa Brasileira de Pesquisa Agropecuária - EMBRAPA	II Curso Internacional sobre cultivo e Processamento de mandioca -Programa de Parceria Brasil-Japão (JBPP)		06/10/2003	31/10/2003	 Agricultura	 Políticas Públicas	Empresa Brasileira de Pesquisa Agropecuária - EMBRAPA	BRA/98/004-A023 - II Curso Internacional sobre cultivo e Processamento de mandioca -Programa de Parceria Brasil-Japão (JBPP)
BRA/98/004-S056	Cooperação Sul-Sul	Concluído	Projeto Piloto de Dessalinização em Ribeira da Barca	Secretaria de Desenvolvimento Urbano da Bahia - SEDUR	Projeto Piloto de Dessalinização em Ribeira da Barca		01/01/2004	31/12/2005	 Meio Ambiente	 Recursos Hídricos	Secretaria de Desenvolvimento Urbano da Bahia - SEDUR	BRA/98/004-S056 - Projeto Piloto de Dessalinização em Ribeira da Barca
BRA/98/004-A026	Cooperação Sul-Sul	Concluído	Apresentação Sub-Regional Centro -Americano e Caribeno da Pastoral da Criança.	Pastoral da Criança - PC	Apresentação Sub-Regional Centro -Americano e Caribeno da Pastoral da Criança.		18/05/2004	20/05/2004	 Desenvolvimento Social	 Combate à mortalidade infantil	Pastoral da Criança - PC	BRA/98/004-A026 - Apresentação Sub-Regional Centro -Americano e Caribeno da Pastoral da Criança.
BRA/98/004-A027	Cooperação Sul-Sul	Concluído	Seminário Internacional em Políticas Públicas para mulheres na Área de Saúde:Experiências Latino-Americanas	Ministério da Saúde (Brasil) - MS	Seminário Internacional em Políticas Públicas para mulheres na Área de Saúde:Experiências Latino-Americanas		25/05/2004	27/05/2004	 Saúde	 Saúde da Mulher	Ministério da Saúde (Brasil) - MS	BRA/98/004-A027 - Seminário Internacional em Políticas Públicas para mulheres na Área de Saúde:Experiências Latino-Americanas
BRA/98/004-A028	Cooperação Sul-Sul	Concluído	"Participação de representante brasileiro no Seminário ""Brasil-Costa Rica: áreas e perspectivas de uma cooperação promissora""."		"Participação de representante brasileiro no Seminário ""Brasil-Costa Rica: áreas e perspectivas de uma cooperação promissora""."		26/05/2004	30/06/2004	 Seminário	 Curso Internacional		"BRA/98/004-A028 - Participação de representante brasileiro no Seminário ""Brasil-Costa Rica: áreas e perspectivas de uma cooperação promissora""."
BRA/98/004-A029	Cooperação Sul-Sul	Concluído	Participação de técnico da EMBRAPA na missão de negociação de projeto no setor da Mandioca no Gabão.	Empresa Brasileira de Pesquisa Agropecuária - EMBRAPA	Participação de técnico da EMBRAPA na missão de negociação de projeto no setor da Mandioca no Gabão.		22/06/2004	20/07/2004	 Agricultura	 Políticas Públicas	Empresa Brasileira de Pesquisa Agropecuária - EMBRAPA	BRA/98/004-A029 - Participação de técnico da EMBRAPA na missão de negociação de projeto no setor da Mandioca no Gabão.
BRA/98/004-A032	Cooperação Sul-Sul	Concluído	Apoio aos Projetos Bolsa-Escola e Alfabetização Solidária em São Tomé e Príncipe e Alfabetização Solidária em Cabo-Verde.	Associação de Apoio ao Programa Alfabetização Solidária (Brasil) - AAPAS || Missão Criança (Brasil) - MC	Apoio aos Projetos Bolsa-Escola e Alfabetização Solidária em São Tomé e Príncipe e Alfabetização Solidária em Cabo-Verde.		01/07/2004	15/10/2004	 Educação	 Alfabetização	Associação de Apoio ao Programa Alfabetização Solidária (Brasil) - AAPAS || Missão Criança (Brasil) - MC	BRA/98/004-A032 - Apoio aos Projetos Bolsa-Escola e Alfabetização Solidária em São Tomé e Príncipe e Alfabetização Solidária em Cabo-Verde.
BRA/98/004-A030	Cooperação Sul-Sul	Concluído	Apoio ao Projeto Centro de Formação e Capacitação Profissional Brasil/Paraguai em Hernandárias.	Serviço Nacional de aprendizagem Industrial (Brasil) - SENAI	Apoio ao Projeto Centro de Formação e Capacitação Profissional Brasil/Paraguai em Hernandárias.		08/07/2004	08/10/2004	 Educação	 Formação Profissional	Serviço Nacional de aprendizagem Industrial (Brasil) - SENAI	BRA/98/004-A030 - Apoio ao Projeto Centro de Formação e Capacitação Profissional Brasil/Paraguai em Hernandárias.
BRA/98/004-A031	Cooperação Sul-Sul	Concluído	Apoio ao Projeto Bolsa-Escola na Guatemala	Missão Criança (Brasil) - MC	Apoio ao Projeto Bolsa-Escola na Guatemala		14/08/2004	14/11/2004	 Educação	 Políticas Públicas	Missão Criança (Brasil) - MC	BRA/98/004-A031 - Apoio ao Projeto Bolsa-Escola na Guatemala
BRA/98/004-A036	Cooperação Sul-Sul	Concluído	Cultivo de Arroz irrigado em Guiné Bissau	Empresa de Pesquisa Agropecuária e Extensão Rural (SC) - EPAGRI	Cultivo de Arroz irrigado em Guiné Bissau	 Introduzir, na Guiné-Bissau, novas técnicas de cultivo de arroz irrigado, possibilitando aumento na produtividade, melhora na qualidade dos grãos e, ainda, aperfeiçoando ou incrementando as técnicas existentes no que refere-se ao armazenamento e ao processamento dos grãos pós-colheita.	01/09/2004	30/11/2004	 Agricultura	 Políticas Públicas	Empresa de Pesquisa Agropecuária e Extensão Rural (SC) - EPAGRI	BRA/98/004-A036 - Cultivo de Arroz irrigado em Guiné Bissau
BRA/04/043-S018	Cooperação Sul-Sul	Em execução	Country Office Administrative Costs Subprojeto de CTPD.		Country Office Administrative Costs Subprojeto de CTPD.		01/09/2004	31/08/2008	 Cooperação Técnica	 Transferência de Tecnologia		BRA/04/043-S018 - Country Office Administrative Costs Subprojeto de CTPD.
BRA/04/044-S004	Cooperação Sul-Sul	Concluído	Fortalecimento e capacitação técnica de Recursos Humanos para o Sistema de Formação Profissonal de Cabo Verde	Serviço Nacional de aprendizagem Industrial (Brasil) - SENAI	Fortalecimento e capacitação técnica de Recursos Humanos para o Sistema de Formação Profissonal de Cabo Verde		01/09/2004	30/07/2008	 Educação	 Formação Profissional	Serviço Nacional de aprendizagem Industrial (Brasil) - SENAI	BRA/04/044-S004 - Fortalecimento e capacitação técnica de Recursos Humanos para o Sistema de Formação Profissonal de Cabo Verde
BRA/98/004-A035	Cooperação Sul-Sul	Concluído	Avaliação de Projetos de Cooperação Sul-Sul.		Avaliação de Projetos de Cooperação Sul-Sul.		27/09/2004	22/12/2004	 Cooperação Técnica	 Cooperação Sul-Sul		BRA/98/004-A035 - Avaliação de Projetos de Cooperação Sul-Sul.
BRA/98/004-A033	Cooperação Sul-Sul	Concluído	II Curso Internacional Sobre Plantio de Frutas Tropicais	Embrapa Mandioca e Fruticultura-Brasil - EMBRAPA	II Curso Internacional Sobre Plantio de Frutas Tropicais	 Viabilizar a participação de representantes da Guiné-Bissau no II Curso Internacional Sobre Plantio de Frutas Tropicais, visando a continuidade na transferência de conhecimentos na área de produção e processamento de frutas tropicais.	18/10/2004	12/11/2004	 Seminário	 Curso Internacional	Embrapa Mandioca e Fruticultura-Brasil - EMBRAPA	BRA/98/004-A033 - II Curso Internacional Sobre Plantio de Frutas Tropicais
BRA/04/044-S001	Cooperação Sul-Sul	Concluído	Inserção Social pela Prática Esportiva	Ministério do Esporte (Brasil) - ME	Inserção Social pela Prática Esportiva	 O objetivo do projeto é transferir metodologia de desenvolvimento da prática esportiva integrada ao ambiente escolar, atendendo a 1000 jovens e adolescentes entre 07 e 17 anos, nas áreas de maior carência econômico-social, e treinando cerca de 40 multiplicadores que serão responsáveis pela implementação do programa.	01/11/2004	30/11/2007	 Esporte	 Educação de Crianças e Adolescentes	Ministério do Esporte (Brasil) - ME	BRA/04/044-S001 - Inserção Social pela Prática Esportiva
BRA/04/043-S006	Cooperação Sul-Sul	Concluído	Proyecto de reforzamiento institucional del Ministerio de la Agricultura de Cuba en el área de investigación agropecuaria.	Empresa Brasileira de Pesquisa Agropecuária - EMBRAPA	Proyecto de reforzamiento institucional del Ministerio de la Agricultura de Cuba en el área de investigación agropecuaria.		01/11/2004	30/10/2005	 Agricultura	 Políticas Públicas	Empresa Brasileira de Pesquisa Agropecuária - EMBRAPA	BRA/04/043-S006 - Proyecto de reforzamiento institucional del Ministerio de la Agricultura de Cuba en el área de investigación agropecuaria.
BRA/98/004-A038	Cooperação Sul-Sul	Concluído	Missão de Prospecção ao Haiti na Àrea de Infra-estrutura Aeroportuária.	Empresa Brasileira de Infra-estrutura Aeroportuária (Brasil) - INFRAERO || Ministério da Defesa do Brasil - MIN. DEFESA	Missão de Prospecção ao Haiti na Àrea de Infra-estrutura Aeroportuária.		04/11/2004	11/12/2004	 Transportes	 Transporte Aéreo	Empresa Brasileira de Infra-estrutura Aeroportuária (Brasil) - INFRAERO || Ministério da Defesa do Brasil - MIN. DEFESA	BRA/98/004-A038 - Missão de Prospecção ao Haiti na Àrea de Infra-estrutura Aeroportuária.
BRA/98/004-A037	Cooperação Sul-Sul	Concluído	Participação de técnicos da companhia de Pesquisa de Recursos Minerais na Missão de Negociação de Projeto no Setor da Indústria do Sal em Gana.	Serviço Geológico do Brasil  - Companhia de Pesquisa de Recursos Minerais -CPRM - CPRM	Participação de técnicos da companhia de Pesquisa de Recursos Minerais na Missão de Negociação de Projeto no Setor da Indústria do Sal em Gana.		25/11/2004	15/12/2004	 Indústria e Comércio	 Indústria de Alimentos	Serviço Geológico do Brasil  - Companhia de Pesquisa de Recursos Minerais -CPRM - CPRM	BRA/98/004-A037 - Participação de técnicos da companhia de Pesquisa de Recursos Minerais na Missão de Negociação de Projeto no Setor da Indústria do Sal em Gana.
BRA/98/004-A040	Cooperação Sul-Sul	Concluído	"Apoio ao Projeto ""Programa Alfabetização Solidária em Cabo Verde"" para pagamento de Bolsa-Auxílio"	Associação de Apoio ao Programa Alfabetização Solidária (Brasil) - AAPAS	"Apoio ao Projeto ""Programa Alfabetização Solidária em Cabo Verde"" para pagamento de Bolsa-Auxílio"		01/01/2005	14/01/2005	 Educação	 Políticas Públicas	Associação de Apoio ao Programa Alfabetização Solidária (Brasil) - AAPAS	"BRA/98/004-A040 - Apoio ao Projeto ""Programa Alfabetização Solidária em Cabo Verde"" para pagamento de Bolsa-Auxílio"
BRA/04/043-S012	Cooperação Sul-Sul	Concluído	Fortalecimento da las capacidades locales para impulsar la economía territorial de las provincias cubanas en el marco del PDHL-Cuba.	Serviço Brasileiro de Apoio às Micros e Pequenas Empresas (Brasil) - SEBRAE	Fortalecimento da las capacidades locales para impulsar la economía territorial de las provincias cubanas en el marco del PDHL-Cuba.		01/01/2005	01/01/2006	 Administração Pública	 Governança	Serviço Brasileiro de Apoio às Micros e Pequenas Empresas (Brasil) - SEBRAE	BRA/04/043-S012 - Fortalecimento da las capacidades locales para impulsar la economía territorial de las provincias cubanas en el marco del PDHL-Cuba.
BRA/04/044-S006	Cooperação Sul-Sul	Concluído	Alfabetização Solidária em São Tomé e Príncipe - 3ªFase	Associação de Apoio ao Programa Alfabetização Solidária (Brasil) - AAPAS	Alfabetização Solidária em São Tomé e Príncipe - 3ªFase	" Nesse contexto, em 2002, iniciou-se o projeto de cooperação ""Alfabetização Solidária em São Tomé e Príncipe"", onde o Governo brasileiro, por meio da ABC, e a ONG Alfabetização Solidária auxiliaram o Governo de São Tomé e Príncipe em ações emergenciais de alfabetização de adultos, implantando 110 salas, e atendendo aproximadamente 2.750 pessoas, em duas fases distintas: um projeto piloto com 10 turmas e uma fase de expansão de 100 turmas.  Paralelamente à execução das salas de aula, foi realizado um trabalho conjunto de coleta de textos locais com o objetivo de proporcionar aos alunos atendidos a interação com leituras de seu próprio conhecimento cultural. Além disso, foram realizados seminários de capacitação continuada com os alfabetizadores do projeto, além de professores da rede local de ensino.   Os resultados parciais do Projeto “Alfabetização Solidária em São Tomé e Príncipe já podem ser considerados altamente positivos: uma evasão baixa e um grau de participação alto dos alunos. Constatou-se, na avaliação final das 100 salas implantadas que do total de 2675 alunos matriculados, 1.745 completaram o curso, registrando-se portanto, um índice de desistência de 35%."	01/01/2005	01/06/2006	 Educação	 Alfabetização	Associação de Apoio ao Programa Alfabetização Solidária (Brasil) - AAPAS	BRA/04/044-S006 - Alfabetização Solidária em São Tomé e Príncipe - 3ªFase
BRA/04/044-S003	Cooperação Sul-Sul	Concluído	Projeto Bolsa-Escola em São Tomé e Príncipe.	Missão Criança (Brasil) - MC	Projeto Bolsa-Escola em São Tomé e Príncipe.	 O projeto visa transferir a metodologia, tecnologia e o conhecimento formulado e desenvolvido pelo Programa Bolsa-Escola Cidadã para o Governo São Tomense. Destacam-se como objetos de cooperação e transferência, os procedimentos técnicos e operacionais para a seleção, cadastramento e monitoramento da situação sócio-econômica das famílias beneficiárias, bem como o treinamento dos gestores quanto à organização do sistema de pagamento, o controle sobre o cumprimento das diretrizes operacionais do Programa e o acompanhamento da freqüência escolar das crianças.	01/01/2005	01/11/2005	 Educação	 Políticas Públicas	Missão Criança (Brasil) - MC	BRA/04/044-S003 - Projeto Bolsa-Escola em São Tomé e Príncipe.
BRA/04/043-S005	Cooperação Sul-Sul	Concluído	Proyecto de Estudios Para El Manejo y uso Racional de los Recursos de Aguas Minerales(Aguas Subterraneas)/SIAGAS-CUBA.	Serviço Geológico do Brasil  - Companhia de Pesquisa de Recursos Minerais -CPRM - CPRM	Proyecto de Estudios Para El Manejo y uso Racional de los Recursos de Aguas Minerales(Aguas Subterraneas)/SIAGAS-CUBA.		01/01/2005	01/07/2007	 Minas e Energia	 Geologia	Serviço Geológico do Brasil  - Companhia de Pesquisa de Recursos Minerais -CPRM - CPRM	BRA/04/043-S005 - Proyecto de Estudios Para El Manejo y uso Racional de los Recursos de Aguas Minerales(Aguas Subterraneas)/SIAGAS-CUBA.
BRA/04/043-S007	Cooperação Sul-Sul	Concluído	"Evaluación y Diagnóstico sobre la Degradación Ambiental de la Mina ""El Cobre"" en Cuba."	Serviço Geológico do Brasil  - Companhia de Pesquisa de Recursos Minerais -CPRM - CPRM	"Evaluación y Diagnóstico sobre la Degradación Ambiental de la Mina ""El Cobre"" en Cuba."		01/01/2005	31/12/2005	 Meio Ambiente	 Recuperação de Áreas Degradadas	Serviço Geológico do Brasil  - Companhia de Pesquisa de Recursos Minerais -CPRM - CPRM	"BRA/04/043-S007 - Evaluación y Diagnóstico sobre la Degradación Ambiental de la Mina ""El Cobre"" en Cuba."
